word1	word2	anc1	anc2	fsg	bsg	con1	con2	nphon1	nphon2	easiness	index
flour	cake	4.868	5.826	0.176	0	6.39	6.11	4	3	-0.156	24697
pollution	smog	6.365	4.443	0.226	0.116	4.14	5.35	7	4	-0.181	47741
toaster	bread	4.357	6.378	0.197	0	5.66	6.18	5	4	-0.189	65437
wed	marry	4.043	5.707	0.392	0.083	3.43	3.41	3	4	-0.195	70366
elk	moose	4.852	4.29	0.263	0.036	5.75	6.03	3	3	-0.211	21042
skirt	blouse	5.357	4.22	0.199	0.071	6.28	6.36	4	4	-0.221	57794
skinny	thin	5.081	6.368	0.264	0.134	3.67	3.82	5	3	-0.222	57774
baked	potato	5.011	5.493	0.179	0.122	4.35	7	4	6	-0.263	4025
litter	trash	5.094	6.182	0.209	0	4.71	5.76	4	4	-0.266	36707
hungry	starve	5.645	3.638	0.244	0.469	4.24	3.87	6	5	-0.274	31689
treasure	chest	5.215	5.864	0.19	0.049	5.05	5.76	5	4	-0.322	66508
carrot	vegetables	4.718	5.796	0.152	0.117	6.09	6.15	5	9	-0.335	9445
easter	egg	5.088	6.116	0.226	0	4.14	5.79	4	2	-0.373	20443
heroine	hero	4.635	6.535	0.199	0.056	6.25	4.22	6	4	-0.393	30395
stairs	climb	5.687	6.023	0.225	0	5.54	3.67	5	4	-0.411	60457
cowgirl	cowboy	2.996	5.198	0.34	0.056	0	5.68	5	4	-0.413	14581
smell	stink	6.301	4.277	0.167	0.458	4.4	3.9	4	5	-0.448	58336
pumpkin	orange	4.554	6.435	0.164	0	6.42	5.74	7	5	-0.452	50043
rum	liquor	5.342	5.288	0.161	0.042	5.96	6.26	3	4	-0.455	54019
dim	bright	4.852	6.62	0.244	0.057	3.93	4.55	3	4	-0.463	18103
turtle	shell	4.852	5.568	0.179	0.014	6.4	5.93	5	3	-0.476	67204
wicker	basket	3.219	5.043	0.304	0.042	5.84	5.93	4	6	-0.482	70822
polish	shine	5.537	4.718	0.317	0.024	4.18	4.07	5	3	-0.498	47690
slide	slip	6.014	5.635	0.2	0.066	4.93	4.32	4	4	-0.499	58012
playground	swing	4.736	5.994	0.172	0.074	6.5	5.08	8	4	-0.503	47138
trophy	award	4.419	6.373	0.182	0.117	6.29	4.58	5	5	-0.51	66777
thumb	nail	5.333	5.268	0.176	0	6.58	5.6	3	3	-0.51	65129
rinse	wash	4.317	6.184	0.319	0	4	4.2	4	3	-0.538	53215
stomach	ache	5.935	3.638	0.284	0	6.04	4.33	6	2	-0.542	61343
dump	trash	5.447	6.182	0.218	0.013	3.36	5.76	4	4	-0.572	20127
sweater	warm	4.883	6.842	0.169	0	6.78	4	5	4	-0.617	63093
tavern	pub	3.784	5.165	0.259	0	6.18	6.05	5	3	-0.621	63887
warrior	fighter	4.779	5.666	0.221	0.02	5.13	5.67	5	4	-0.631	70012
nest	egg	5.069	6.116	0.174	0	5.46	5.79	4	2	-0.633	41937
straw	hay	5.318	4.736	0.171	0.068	5.91	6.39	4	2	-0.655	61622
pint	milk	4.331	6.64	0.179	0	4.79	6.66	4	4	-0.661	46630
loosen	tighten	3.584	4.007	0.389	0	0	0	5	5	-0.666	37100
three	four	4.078	4.143	0.381	0.105	0	3.57	3	3	-0.695	65005
potatoes	fries	5.288	4.745	0.178	0	6.45	6.25	7	4	-0.706	48204
reef	ocean	4.511	6.368	0.164	0	6.41	5.63	3	4	-0.707	51638
oats	horse	4.127	6.486	0.2	0	5.33	6.03	3	4	-0.719	42811
needle	sew	5.425	4.489	0.224	0.156	5.79	4.33	5	2	-0.736	41734
inn	motel	5.198	4.466	0.186	0	6.8	6.18	2	5	-0.749	32839
swallow	bird	4.663	6.471	0.191	0	4.95	5.77	5	3	-0.767	62980
float	sink	4.804	5.278	0.248	0.034	4.41	5.8	4	4	-0.771	24640
knit	yarn	4.682	4.025	0.203	0.386	4.6	5.82	3	4	-0.782	34880
syrup	maple	4.883	4.682	0.143	0.357	6	5.23	4	5	-0.796	63363
cucumber	vegetables	3.664	5.796	0.214	0	6.49	6.15	8	9	-0.804	15587
skip	hop	5.79	4.836	0.206	0.283	3.85	4.41	4	3	-0.818	57784
disguise	mask	4.718	5.442	0.23	0.048	4.02	6.38	6	4	-0.844	18612
clog	drain	2.996	5.187	0.331	0.083	0	0	4	4	-0.858	11752
diploma	graduation	3.332	4.997	0.36	0.066	0	4.28	7	9	-0.871	18193
double	two	7.204	5.112	0.203	0.041	3.96	3.79	5	2	-0.893	19437
owl	bird	4.06	6.471	0.182	0	6.09	5.77	2	3	-0.895	44191
gourmet	cook	4.682	6.779	0.245	0	3.51	4.91	5	3	-0.95	27876
pest	bug	4.043	5.557	0.284	0	3.62	6.4	4	3	-0.953	46067
fragrance	perfume	3.401	4.159	0.34	0.071	4.83	6.03	8	6	-0.954	25578
poker	chip	5.037	6.358	0.179	0.021	4.92	5.3	4	3	-0.981	47609
jaw	teeth	4.454	6.146	0.158	0	6.14	6.14	2	3	-0.991	33777
wool	sweater	5.176	4.883	0.145	0.054	6.02	6.78	3	5	-1.007	71397
messy	clean	5.03	7.142	0.232	0.061	3.3	3.82	4	4	-1.025	39358
escalator	elevator	3.091	5.13	0.279	0.108	0	6.23	8	7	-1.043	21662
hazard	danger	5.198	6.4	0.279	0	3.38	3.68	5	5	-1.047	29824
shovel	dirt	4.317	5.631	0.225	0	5.68	5.51	5	3	-1.067	56930
hallway	corridor	4.454	4.868	0.16	0.27	5.54	6.03	5	6	-1.069	29187
buddy	pal	5.357	4.489	0.197	0.124	5.45	5.43	4	3	-1.07	7798
oatmeal	breakfast	4.7	6.382	0.171	0	5.16	5.88	5	8	-1.07	42788
coin	penny	5.268	5.501	0.152	0.04	5.7	5.92	3	4	-1.071	12186
fiddle	violin	3.871	4.174	0.279	0.051	5.8	6.13	5	6	-1.092	23848
seafood	lobster	5.328	4.736	0.143	0.135	6.17	5.84	5	6	-1.128	55468
honeymoon	wedding	4.419	6.658	0.18	0.014	5.11	5.54	7	5	-1.129	31028
detergent	soap	4.673	5.624	0.281	0	3.02	5.77	8	3	-1.132	17635
fluffy	soft	4.564	6.676	0.266	0	3.87	4.1	5	4	-1.138	24772
theft	steal	5.088	5.684	0.313	0	3.58	3.59	4	4	-1.148	64631
oatmeal	cereal	4.7	5.481	0.184	0.041	5.16	6.33	5	6	-1.151	42787
toll	booth	5.407	4.949	0.23	0.035	4.14	5.64	3	3	-1.167	65558
cinnamon	spice	4.19	5.147	0.205	0.084	5.95	5.86	7	4	-1.181	11225
fury	anger	5.338	6.004	0.306	0	2.65	3.75	5	4	-1.207	26463
nylon	stocking	4.489	4.304	0.265	0	6.16	5.33	5	6	-1.234	42720
flute	instrument	3.932	5.768	0.183	0.081	5.66	6.25	4	10	-1.242	24824
adjective	noun	4.852	5.421	0.333	0.038	2.92	3.93	7	3	-1.252	675
cabbage	lettuce	3.912	4.29	0.281	0.021	6.07	5.67	5	5	-1.26	8486
strap	belt	3.951	5.775	0.203	0.016	5.87	5.98	5	4	-1.263	61587
cough	sneeze	5.03	3.091	0.209	0.348	5.35	5.51	3	4	-1.267	14321
mule	horse	4.277	6.486	0.165	0.012	5.39	6.03	4	4	-1.272	41107
oven	bake	5.38	4.771	0.212	0.071	5.45	4.76	4	3	-1.313	44052
haul	carry	4.86	7.274	0.226	0.014	3.54	3.93	3	4	-1.319	29693
rouge	blush	4.419	3.912	0.34	0.011	0	4.59	3	4	-1.373	53775
curse	witch	5.505	5.371	0.223	0	4.02	5.28	3	3	-1.375	15813
tense	nervous	5.124	6.354	0.243	0.116	3.61	3.3	4	5	-1.393	64359
medal	award	4.913	6.373	0.17	0.028	5.59	4.58	5	5	-1.408	38947
alert	awake	5.765	5.226	0.222	0.083	3.96	4.4	4	4	-1.421	1481
lodge	cabin	4.82	5.204	0.138	0	6.15	6.96	3	5	-1.435	36938
lemon	sour	5.591	5.187	0.16	0.088	5.98	4.54	5	3	-1.451	35938
warrior	soldier	4.779	5.649	0.186	0.033	5.13	5.68	5	5	-1.454	70013
melt	butter	4.644	6.001	0.194	0.024	4.04	6.24	4	4	-1.471	39135
cement	sidewalk	4.942	5.193	0.138	0.064	6.42	5.93	6	6	-1.487	9908
emerald	diamond	3.85	5.501	0.196	0.022	6.09	6.21	6	6	-1.495	21069
mammal	whale	3.689	5.011	0.212	0.052	6.31	6.23	5	3	-1.496	37920
gentle	soft	5.814	6.676	0.196	0.03	3.18	4.1	6	4	-1.527	26997
slender	thin	4.304	6.368	0.307	0	3.35	3.82	6	3	-1.534	57969
ducks	pond	4.828	5.273	0.173	0	5.68	6.14	4	4	-1.573	20068
carrots	vegetable	4.407	5.147	0.167	0	6.09	6.76	6	8	-1.577	9460
puff	smoke	4.304	6.55	0.24	0	3.63	5.16	3	4	-1.583	49982
brandy	liquor	4.205	5.288	0.193	0	5.91	6.26	6	4	-1.618	7166
cinnamon	toast	4.19	5.283	0.218	0	5.95	5.54	7	4	-1.62	11224
badge	cop	4.043	6.256	0.164	0	5.49	6.36	3	3	-1.633	3955
shield	armor	5.024	4.407	0.223	0.114	5.13	5.09	4	4	-1.634	56649
onion	smell	4.89	6.301	0.162	0	6.16	4.4	5	4	-1.641	43330
tack	thumb	4.317	5.333	0.165	0.054	5.64	6.58	3	3	-1.643	63464
celery	carrot	3.738	4.718	0.216	0.076	6.3	6.09	5	5	-1.644	9849
elevator	stair	5.13	3.555	0.216	0.082	6.23	5.54	7	4	-1.657	20982
porch	swing	5.268	5.994	0.185	0.027	4.27	5.08	4	4	-1.667	47926
champagne	bubble	5.056	5.375	0.163	0	6.12	5.39	6	5	-1.689	10159
saber	sword	2.708	5.124	0.333	0.083	4.61	5.25	4	4	-1.699	54182
swamp	mud	4.357	5.384	0.162	0	6.62	6.02	5	3	-1.702	62997
decay	tooth	5.081	4.984	0.162	0.232	3.66	6.15	4	3	-1.757	16578
raft	float	3.989	4.804	0.261	0.077	5.98	4.41	4	4	-1.804	50677
pavement	sidewalk	4.394	5.193	0.21	0.029	5.08	5.93	7	6	-1.806	45354
sailor	navy	4.174	5.945	0.189	0	6.13	5.08	4	4	-1.818	54319
robe	bath	4.007	5.961	0.181	0	5.74	5.9	3	3	-1.827	53440
burial	funeral	4.942	5.7	0.206	0.014	4.38	5.23	6	7	-1.832	8192
picnic	basket	5.303	5.043	0.154	0.035	5.4	5.93	6	6	-1.838	46364
fable	tale	4.007	6.174	0.295	0.011	4.51	3.39	5	3	-1.84	22746
neat	messy	6.816	5.03	0.215	0.113	3.1	3.3	3	4	-1.854	41671
string	kite	5.986	3.611	0.157	0.138	5.4	5.88	5	3	-1.854	61775
plaque	award	4.762	6.373	0.164	0.021	5.56	4.58	4	5	-1.86	46977
barrier	reef	5.58	4.511	0.144	0	5.82	6.41	5	3	-1.863	4465
maze	puzzle	4.905	5.204	0.181	0.04	5.02	5.81	3	5	-1.892	38710
slab	concrete	4.143	5.981	0.196	0.034	5.06	5.5	4	7	-1.893	57842
hundred	thousand	3.611	4.331	0.354	0	4.19	0	7	6	-1.898	31643
lizard	snake	4.663	5.328	0.148	0.024	5.67	6.48	5	4	-1.899	36789
easter	bunny	5.088	5.273	0.164	0.095	4.14	6.23	4	4	-1.919	20444
ambition	goal	4.997	7.163	0.23	0.013	3.21	3.4	7	3	-1.934	1764
satin	sheets	3.912	5.652	0.203	0.014	5.9	5.46	5	4	-1.941	54640
angle	geometry	6.242	5.112	0.179	0.081	5.19	3.33	5	8	-1.955	2020
dense	thick	5.308	6.301	0.236	0	3.49	3.77	4	3	-1.961	17166
burst	bubble	5.389	5.375	0.209	0.029	3.55	5.39	4	5	-1.972	8245
blubber	whale	2.773	5.011	0.277	0.072	0	6.23	5	3	-1.984	6235
ant	insect	4.431	5.147	0.168	0.063	6	5.78	3	6	-1.995	2225
incorrect	correct	5.412	7.278	0.2	0.061	3.31	2.85	7	5	-2.018	32484
picnic	ant	5.303	4.431	0.175	0.034	5.4	6	6	3	-2.018	46363
celery	vegetables	3.738	5.796	0.169	0	6.3	6.15	5	9	-2.031	9850
chess	checkers	4.745	3.401	0.224	0.26	0	0	3	5	-2.042	10652
wax	candle	5.043	4.248	0.166	0.203	5.47	5.37	4	6	-2.05	70226
oyster	shell	3.932	5.568	0.192	0.014	5.69	5.93	4	3	-2.055	44264
heel	toe	4.466	4.812	0.196	0.014	5.75	5.96	3	2	-2.076	30134
throat	sore	5.673	5.081	0.164	0.014	5.57	4.77	4	3	-2.082	65063
foil	tin	4.71	5.384	0.176	0.027	5.05	5.87	3	3	-2.093	24986
jaw	shark	4.454	4.533	0.199	0	6.14	5.98	2	4	-2.132	33776
hostility	anger	4.86	6.004	0.312	0	2.18	3.75	9	4	-2.133	31396
puddle	mud	3.611	5.384	0.2	0.03	5.91	6.02	5	3	-2.146	49975
knit	sew	4.682	4.489	0.284	0.039	4.6	4.33	3	2	-2.161	34879
binder	folder	3.689	3.989	0.318	0.027	0	0	5	5	-2.177	5593
violet	flower	3.611	5.841	0.222	0	5.12	5.62	6	4	-2.262	69206
deadly	poison	5.497	5.342	0.178	0	3.98	5.65	5	5	-2.291	16482
crumb	cake	3.555	5.826	0.199	0	5.37	6.11	4	3	-2.298	15440
weigh	pound	5.252	6.133	0.2	0	3.54	4.7	2	4	-2.299	70476
rung	ladder	3.178	4.868	0.26	0.055	0	6.08	3	4	-2.301	54063
bloom	blossom	5.366	3.989	0.153	0.072	5.28	6.62	4	6	-2.304	6167
butler	servant	5.056	4.477	0.138	0.098	6.16	5.77	5	6	-2.339	8368
four	five	4.143	3.497	0.395	0.111	3.57	3.53	3	3	-2.352	25525
deaf	blind	4.949	6.045	0.171	0.114	4.29	4.39	3	5	-2.355	16503
gulp	swallow	3.466	4.663	0.283	0.079	0	4.95	4	5	-2.397	28890
cheat	lie	4.828	6.943	0.176	0.121	3.25	4.04	3	2	-2.397	10419
ascend	descend	3.638	4.718	0.262	0.075	0	0	5	6	-2.4	2918
beetle	juice	3.85	5.916	0.152	0	6.15	6	5	3	-2.424	5096
wallet	purse	4.431	4.736	0.144	0.203	5.71	5.64	5	3	-2.424	69801
lobster	crab	4.736	4.615	0.141	0.128	5.84	5.92	6	4	-2.442	36862
lid	jar	4.605	5.231	0.138	0.11	5.55	5.77	3	3	-2.444	36243
triumph	victory	5.753	6.93	0.19	0.014	3.41	2.93	6	6	-2.447	66750
curb	sidewalk	4.984	5.193	0.149	0	5.43	5.93	3	6	-2.483	15733
awareness	alert	6.043	5.765	0.223	0	2.61	3.96	7	4	-2.508	3706
marry	divorce	5.707	6.107	0.189	0	3.41	4.23	4	6	-2.51	38304
socket	plug	3.526	5.263	0.173	0.111	5.9	6	5	4	-2.518	58869
neutron	electron	3.091	5.323	0.2	0.265	0	0	6	8	-2.535	42005
noodles	spaghetti	3.807	4.522	0.235	0.078	5.75	0	6	7	-2.537	42304
cupboard	cabinet	3.526	5.984	0.151	0.048	5.82	6.18	5	7	-2.566	15701
orchestra	violin	5.489	4.174	0.144	0.013	5.79	6.13	8	6	-2.602	43583
whistle	blow	4.394	6.384	0.175	0.034	5.58	3.88	5	3	-2.607	70741
limp	leg	4.094	6.271	0.162	0	4.64	6.04	4	3	-2.607	36478
basket	weave	5.043	4.111	0.21	0.065	5.93	4.45	6	3	-2.612	4581
tack	nail	4.317	5.268	0.181	0	5.64	5.6	3	3	-2.629	63463
brave	courage	5.576	5.451	0.233	0.24	2.76	2.51	4	4	-2.636	7225
convince	persuade	5.927	5.416	0.251	0.158	2.34	2.57	7	6	-2.654	13883
lump	bump	4.407	4.654	0.188	0.041	6.2	5.21	4	4	-2.664	37431
noodles	soup	3.807	5.838	0.15	0.024	5.75	6.11	6	3	-2.69	42305
vapor	steam	4.111	5.455	0.128	0.048	5.93	6.41	4	4	-2.701	68638
disguise	hide	4.718	6.045	0.176	0	4.02	5.45	6	3	-2.706	18613
quiet	noisy	6.744	5.226	0.195	0.029	3.7	2.93	5	4	-2.714	50430
foul	smell	4.82	6.301	0.212	0	3.47	4.4	3	4	-2.724	25475
seasoning	spice	3.871	5.147	0.196	0.035	5.37	5.86	7	4	-2.747	55564
burst	explode	5.389	4.852	0.209	0.07	3.55	4.92	4	7	-2.749	8246
whisper	quiet	4.344	6.744	0.22	0	4.08	3.7	5	5	-2.752	70725
confession	priest	4.812	5.768	0.164	0	3.34	6.59	8	5	-2.773	13277
burglar	thief	3.664	4.394	0.257	0.085	5.58	4.83	5	3	-2.79	8159
organize	neat	5.303	6.816	0.207	0.02	3.15	3.1	7	3	-2.81	43694
bolt	lightning	4.489	4.92	0.176	0.076	5.27	5.42	4	6	-2.843	6512
thaw	freeze	3.761	5.606	0.276	0.056	3.4	4.63	2	4	-2.869	64602
custom	tradition	5.659	6.68	0.19	0.041	2.99	3.09	6	8	-2.898	15949
flexible	bend	5.635	5.263	0.232	0.048	3.27	3.58	9	4	-2.91	24553
scarf	neck	4.304	6.317	0.162	0	4.07	5.83	5	3	-2.925	54970
sincere	honest	4.868	6.436	0.261	0.014	3.04	2.74	6	5	-2.981	57408
molasses	syrup	3.045	4.883	0.255	0.014	0	6	7	4	-2.996	40308
bolt	lock	4.489	5.656	0.164	0.022	5.27	5.02	4	3	-3.003	6513
starch	stiff	3.611	5.283	0.236	0	5.57	4.77	5	4	-3.005	60698
celsius	fahrenheit	3.332	3.871	0.318	0	0	0	7	8	-3.048	9901
caution	danger	5.613	6.4	0.174	0.041	3.15	3.68	5	5	-3.063	9764
choke	cough	4.394	5.03	0.203	0.115	3.88	5.35	3	3	-3.072	11019
crochet	knit	3.526	4.682	0.26	0.095	0	4.6	5	3	-3.08	15257
frustration	anger	5.338	6.004	0.226	0.017	2.74	3.75	10	4	-3.081	26211
heights	tall	5.509	6.244	0.169	0	3.33	4.35	4	3	-3.096	30148
spill	mess	4.7	6.385	0.189	0	4.49	3.75	4	3	-3.114	59745
cello	violin	3.555	4.174	0.235	0.071	0	6.13	4	6	-3.127	9887
haul	pull	4.86	6.858	0.198	0	3.54	3.4	3	3	-3.175	29694
rim	tire	4.466	5.165	0.167	0.034	5.07	5.51	3	3	-3.213	53182
skill	talent	5.687	6.205	0.184	0.09	3.24	2.88	4	6	-3.218	57722
hut	straw	3.932	5.318	0.159	0	5.85	5.91	3	4	-3.226	31799
monarch	ruler	4.159	4.682	0.143	0	6.4	6.37	6	4	-3.244	40401
shake	rattle	5.468	3.555	0.142	0.058	5.1	6.6	3	5	-3.279	56356
shout	loud	4.585	6.078	0.19	0.012	4.6	3.93	3	3	-3.294	56924
jar	jelly	5.231	4.317	0.151	0.021	5.77	5.3	3	4	-3.319	33762
mayonnaise	mustard	3.638	4.369	0.224	0.091	0	5.64	6	6	-3.339	38672
hem	skirt	3.584	5.357	0.188	0.013	4.83	6.28	3	4	-3.346	30286
shout	scream	4.585	5.318	0.204	0.055	4.6	4.16	3	5	-3.353	56923
mildew	mold	2.639	4.71	0.265	0.081	6	4.75	5	4	-3.39	39661
orderly	neat	4.431	6.816	0.216	0	3.84	3.1	6	3	-3.393	43617
destiny	fate	4.956	6.215	0.214	0.261	1.88	2.75	7	3	-3.404	17527
rigid	stiff	5.043	5.283	0.184	0.02	4.07	4.77	5	4	-3.43	53171
weave	sew	4.111	4.489	0.283	0	4.45	4.33	3	2	-3.436	70344
haunt	ghost	4.357	5.71	0.261	0.03	2.63	4.25	4	4	-3.48	29709
crumb	cookie	3.555	5.303	0.158	0.043	5.37	6.3	4	4	-3.523	15441
nausea	vomit	4.407	3.714	0.247	0	0	0	5	5	-3.563	41628
pearl	oyster	5.323	3.932	0.13	0.051	5.85	5.69	3	4	-3.568	45535
razor	shave	4.263	4.159	0.172	0.151	6.32	4.54	4	3	-3.568	51097
pronoun	noun	3.892	5.421	0.274	0.109	2.95	3.93	6	3	-3.579	49482
disgrace	shame	3.871	6.103	0.299	0.091	1.92	3.4	7	3	-3.586	18595
wasted	drunk	5.13	5.951	0.17	0.042	3.02	4.65	6	5	-3.647	70127
ledge	cliff	3.296	5.293	0.193	0.042	4.93	5.98	3	4	-3.67	35834
jelly	toast	4.317	5.283	0.128	0.079	5.3	5.54	4	4	-3.714	33872
quart	pint	3.689	4.331	0.152	0.397	4.93	4.79	5	4	-3.715	50363
myth	legend	5.652	6.114	0.194	0.047	3.18	2.65	3	6	-3.721	41382
snorkel	mask	3.434	5.442	0.122	0	6.51	6.38	0	4	-3.752	58683
sickness	ill	4.174	6.358	0.189	0	4.94	3.49	6	2	-3.756	57154
faucet	sink	3.091	5.278	0.155	0.074	6.2	5.8	5	4	-3.807	23417
crunchy	candy	3.761	5.7	0.143	0	4.66	6.56	6	5	-3.814	15475
whiskey	booze	4.234	4.635	0.141	0.014	6	6	5	3	-3.817	70710
skillet	fry	3.871	4.836	0.235	0	5.72	3.98	6	3	-3.825	57744
dew	wet	3.892	6.209	0.155	0	5.25	4.74	2	3	-3.829	17754
witch	broom	5.371	3.85	0.122	0.063	5.28	6.09	3	4	-3.837	71181
captive	hostage	4.174	4.554	0.156	0	5.8	6.05	6	6	-3.849	9128
minus	subtract	6.153	3.784	0.243	0.178	2.75	2.86	5	8	-3.856	39945
orchard	flower	3.367	5.841	0.152	0	5.78	5.62	5	4	-3.872	43572
gem	jewel	4.205	4.522	0.15	0.066	5.65	5.73	3	4	-3.906	26921
warn	danger	5.215	6.4	0.178	0	3.07	3.68	4	5	-3.916	69966
lash	whip	3.296	5.204	0.188	0.095	0	5.35	3	3	-3.931	35314
snorkel	swim	3.434	5.717	0.155	0	6.51	4.85	0	4	-3.941	58681
burglary	robbery	3.892	4.554	0.224	0.034	0	4.75	6	5	-4	8178
aggravate	annoy	2.398	4.205	0.303	0.041	0	0	7	3	-4.026	1225
stocking	hose	4.304	4.682	0.139	0	5.33	6.39	6	3	-4.031	61311
grief	sorrow	5.361	3.989	0.303	0.027	3.35	2.61	4	4	-4.064	28442
chlorine	bleach	4.127	4.407	0.158	0.021	6.28	5.4	6	4	-4.075	10972
tuxedo	prom	2.708	4.22	0.291	0.013	0	0	7	4	-4.096	67238
scotch	whiskey	4.522	4.234	0.135	0.04	5.71	6	4	5	-4.117	55216
hamburger	bun	4.745	3.714	0.129	0.193	0	5.77	7	3	-4.151	29237
container	tupperware	5.142	3.219	0.168	0.033	6.03	0	7	7	-4.154	13681
rash	itch	4.71	3.784	0.219	0.014	4.92	4.84	3	2	-4.172	50962
chauffeur	limo	3.045	3.829	0.291	0	0	0	4	4	-4.217	10402
maker	creator	5.663	5.063	0.151	0	4.46	3.97	4	6	-4.243	37869
dishwasher	soap	3.714	5.624	0.124	0	5.73	5.77	7	3	-4.289	18712
haunt	scare	4.357	5.38	0.261	0	2.63	4.07	4	4	-4.302	29710
five	six	3.497	3.97	0.301	0.02	3.53	0	3	4	-4.306	24321
beginner	novice	2.89	4.025	0.199	0.283	0	0	6	5	-4.365	5140
bourbon	whiskey	4.143	4.234	0.144	0.051	5.66	6	5	5	-4.38	6932
antidote	poison	3.871	5.342	0.164	0.041	4.3	5.65	7	5	-4.385	2271
diminish	lesson	4.754	6.263	0.19	0	2.56	4.19	7	5	-4.404	18117
tranquil	quiet	4.29	6.744	0.184	0	3.3	3.7	8	5	-4.428	66329
punctuation	grammar	4.466	5.73	0.151	0	5.22	3.98	10	5	-4.445	50079
wary	tired	4.92	6.678	0.182	0	3.09	3.04	4	4	-4.446	70047
blinds	curtains	3.135	4.304	0.217	0.122	0	0	6	6	-4.451	6058
ducks	quack	4.828	2.89	0.233	0	5.68	4.55	4	4	-4.51	20067
mend	sew	3.466	4.489	0.297	0.028	3.54	4.33	4	2	-4.547	39238
trench	ditch	3.367	4.143	0.231	0	5.48	5.28	5	3	-4.55	66613
banker	teller	4.779	3.807	0.127	0.014	6.38	5.55	5	4	-4.551	4317
appliance	stove	3.584	4.963	0.129	0	6.45	5.75	7	4	-4.596	2518
shiny	dull	5.602	5.338	0.171	0	4.07	3.08	4	3	-4.603	56690
graceful	ballet	4.883	5.434	0.153	0.021	3.17	5.23	7	4	-4.61	27973
clarinet	flute	3.219	3.932	0.213	0.049	5.66	5.66	8	4	-4.617	11409
silverware	fork	3.258	5.043	0.203	0	0	5.25	8	4	-4.635	57346
weigh	scales	5.252	5.165	0.156	0	3.54	4.75	2	5	-4.637	70477
lean	skinny	5.743	5.081	0.159	0	3.91	3.67	3	5	-4.638	35670
scold	yell	3.135	4.905	0.32	0	2.95	4.29	5	3	-4.644	55171
mat	rug	4.317	4.454	0.135	0.032	5.02	6.12	3	3	-4.667	38502
pickles	jar	3.664	5.231	0.118	0.021	5.93	5.77	6	3	-4.684	46349
candle	flame	4.248	4.812	0.123	0.016	5.37	5.81	6	4	-4.732	8916
broil	bake	2.708	4.771	0.267	0.047	4.44	4.76	4	3	-4.743	7601
hairspray	sticky	2.833	4.875	0.241	0	6.2	3.89	7	5	-4.777	29083
butterfly	moth	4.369	3.219	0.109	0.267	5.91	5.46	7	3	-4.856	8408
slim	skinny	4.99	5.081	0.213	0	3.22	3.67	4	5	-4.893	58032
snorkel	dive	3.434	5.489	0.135	0	6.51	4.65	0	3	-4.936	58682
seam	stitch	4.174	5.011	0.15	0	5.27	4.87	3	4	-4.951	55516
reap	sow	4.382	3.584	0.244	0.055	3.69	4.86	3	2	-4.951	51248
neutron	atom	3.091	4.625	0.233	0.013	0	4.77	6	4	-4.965	42003
quart	gallon	3.689	4.796	0.174	0.08	4.93	4.84	5	5	-4.984	50362
melody	tune	4.174	5.832	0.15	0	4.28	4.6	6	3	-4.989	39132
seam	sew	4.174	4.489	0.186	0.011	5.27	4.33	3	2	-5.089	55515
fungus	mold	3.871	4.71	0.127	0.087	6.1	4.75	6	4	-5.091	26377
wiggle	worm	3.761	4.868	0.163	0.042	3.83	6.16	5	3	-5.1	70877
shave	beard	4.159	4.787	0.123	0.09	4.54	5.68	3	4	-5.136	56489
thirst	hunger	3.989	5.056	0.179	0.082	4.41	4.16	4	5	-5.14	64934
leak	faucet	5.011	3.091	0.137	0.041	0	6.2	3	5	-5.156	35657
tread	tire	3.611	5.165	0.194	0	3.7	5.51	4	3	-5.161	66478
relish	pickles	4.06	3.664	0.182	0	0	5.93	5	6	-5.178	52075
buckle	shoe	3.497	5.318	0.113	0	5.64	5.96	5	2	-5.179	7781
denial	refuse	5.505	5.817	0.167	0	2.55	3.42	6	6	-5.213	17147
clippers	scissors	3.219	3.784	0.221	0	0	5.92	6	5	-5.219	11710
vomit	puke	3.714	2.398	0.224	0.204	0	0	5	4	-5.237	69486
beware	danger	4.533	6.4	0.187	0	2.38	3.68	5	5	-5.243	5472
camel	hump	4.727	3.466	0.149	0	5.93	0	5	4	-5.268	8762
latch	lock	3.219	5.656	0.147	0	5.41	5.02	3	3	-5.313	35352
cuff	sleeve	4.007	4.344	0.144	0.042	0	5.61	3	4	-5.337	15635
thimble	sew	2.079	4.489	0.295	0	5.18	4.33	6	2	-5.406	64828
shack	hut	4.174	3.932	0.129	0.091	0	5.85	3	3	-5.413	56301
smear	mess	4.382	6.385	0.15	0	3.51	3.75	4	3	-5.417	58315
loaf	lazy	4.007	5.613	0.147	0	5.68	3.46	3	4	-5.439	36826
bran	flakes	3.135	3.738	0.243	0	0	0	4	5	-5.453	7126
sponge	soak	4.007	4.489	0.147	0.086	5.93	4.03	5	3	-5.469	59917
hem	sew	3.584	4.489	0.218	0.011	4.83	4.33	3	2	-5.473	30285
ridicule	laugh	4.078	6.509	0.154	0	3.02	4.29	8	3	-5.512	53073
cactus	prickly	3.367	3.611	0.193	0.137	0	0	6	6	-5.513	8543
antidote	cure	3.871	5.642	0.192	0	4.3	3.54	7	4	-5.524	2270
mutton	lamb	2.89	5.147	0.133	0.024	5.34	6.24	5	3	-5.553	41349
twilight	dusk	4.382	4.127	0.133	0.018	5.77	4.97	6	4	-5.569	67308
