order	word1	word2	word1e	word2e	easiness
1300	provision	remittance	-1.813	-7.927	-4.87
772	uneasiness	apathy	-5.372	-4.415	-4.893
993	farthing	sixpence	-7.814	-1.992	-4.903
1294	sixpence	farthing	-1.992	-7.814	-4.903
1317	allegory	satire	-6.318	-3.518	-4.918
757	criticism	condescension	-1.094	-8.746	-4.92
1434	inauguration	delegation	-5.592	-4.414	-5.003
209	harpsichord	sonata	-5.096	-5.013	-5.054
1179	sonata	harpsichord	-5.013	-5.096	-5.054
1301	scorn	insolence	-1.656	-8.515	-5.086
427	conspirator	racketeer	-3.875	-6.307	-5.091
104	enigma	paradox	-5.604	-4.635	-5.12
1307	epistle	theologian	-4.74	-5.536	-5.138
881	blasphemy	sanctity	-4.463	-5.855	-5.159
416	anecdote	allegory	-4.023	-6.318	-5.17
641	simile	parallelism	-3.589	-6.76	-5.175
651	alchemist	charlatan	-4.841	-5.529	-5.185
1426	rhapsody	sonata	-5.409	-5.013	-5.211
985	brigand	profiteer	-5.523	-5.069	-5.296
991	antagonism	animosity	-5.041	-5.574	-5.308
1528	loafer	idleness	-3.852	-6.826	-5.339
1532	allotment	bequest	-4.755	-5.94	-5.347
217	disposition	demeanor	-5.67	-5.368	-5.519
1512	brocade	chamois	-4.249	-6.877	-5.563
1206	charlatan	falsehood	-5.529	-5.641	-5.585
1429	inaction	equanimity	-3.644	-7.542	-5.593
213	gaiety	solemnity	-5.228	-6.41	-5.819
539	disavow	relinquish	-6.337	-5.452	-5.895
880	redeemer	absolution	-4.873	-6.928	-5.901
1321	discretion	impropriety	-5.182	-6.638	-5.91
1204	refined	slovenly	-3.139	-8.723	-5.931
1521	deity	supplication	-3.036	-8.95	-5.993
770	uncertainty	bewilderment	-4.236	-7.819	-6.028
545	eccentricity	banality	-7.871	-4.633	-6.252
768	composure	pretence	-5.375	-7.137	-6.256
321	falsehood	pretence	-5.641	-7.137	-6.389
1432	reprove	reprisal	-6.862	-6.022	-6.442
110	reckoning	perdition	-6.08	-6.955	-6.518
665	animosity	equanimity	-5.574	-7.542	-6.558
546	bereavement	recollection	-8.958	-4.495	-6.726
884	contamination	discoloration	-4.695	-8.792	-6.744
666	predicament	indiscretion	-4.82	-8.781	-6.8
536	usurp	abdication	-5.938	-8.104	-7.021
1322	convocation	inauguration	-8.552	-5.592	-7.072
544	quietude	tranquil	-10.137	-4.681	-7.409
1096	embellishment	elaboration	-7.706	-7.205	-7.455
1210	impropriety	mismanagement	-6.638	-8.564	-7.601
986	racketeer	embezzlement	-6.307	-8.903	-7.605
436	complacent	indolence	-7.367	-7.847	-7.607
1436	unpleasantness	condescension	-6.473	-8.746	-7.61
1541	aweigh	boatswain	-8.452	-8.014	-8.233
885	elopement	consummation	-9.11	-8.6	-8.855
1211	embezzlement	usury	-8.903	-9.704	-9.304
1435	abasement	detestation	-10.551	-9.145	-9.848
